Name;Class;Damage;Attacks;Decay;Ammo
Herman SIR-10;Rifle;58;30;1.948;1250
Herman SIR-10 Smuggler;Rifle;50;34;2.760;933
Herman SIR-20;Rifle;70;28;2.410;1510
Herman SIR-20 Smuggler;Rifle;67;32;3.057;1315
Herman SIR-30;Rifle;84;26;2.933;1805
Herman SIR-30 Smuggler;Rifle;87;30;3.731;1730
Herman SIR-40;Rifle;100;24;3.521;2150
Herman SIR-40 Smuggler;Rifle;108;28;4.800;2130
Herman SIR-50;Rifle;120;22;4.318;2575
Herman SIR-50 Smuggler;Rifle;134;26;6.800;2560
Herman XBR-1 Chulan Edition;Rifle;90;17;5.493;1656
Herman XBR-2 Chulan Edition;Rifle;81;38;4.890;1466
Herman XLR Chulan Edition;Carbine;129;23;7.320;2193
Herman XP-1 Scanthi Edition;Pistol;67;86;0.300;1500
Hero's Sword;Melee;49;56;11.558;0
Hilqa Knife B-100 (L);Melee;5;78;1.200;0
Hilqa Knife M1 (L);Melee;7;61;1.673;0
Hilqa Knife M2 (L);Melee;8;61;1.922;0
Hilqa Knife M3 (L);Melee;11;61;2.629;0
Hilqa Knife M4 (L);Melee;13;61;3.107;0
HK Series S-43 (L);Rifle; ; ; ; 
HK Series S-50 (L);Rifle;83;53;3.368;1650
HK Series S-54 (L);Rifle;87;53;3.935;1710
HK Series S-57 (L);Rifle;90;53;4.060;1770
HK Series S-62 (L);Rifle;95;53;4.168;1880
Hojoom G1 (L);Pistol;3;56;0.058;66
Hojoom G2 (L);Pistol;5;56;0.066;113
Hojoom G4 (L);Pistol;9;56; ;200
Hojoom G5 (L);Pistol; ; ; ; 
Hojoom G6 (L);Pistol; ; ; ; 
Hojoom G7 (L);Pistol;20;68; ;436
Hojoom H-1 (L);Pistol;5;70;0.020;118
Holly ECO P14 (L);Pistol;32;60; ;699
Holly ECO P18 (L);Pistol;38;60;0.923;830
Holly ECO P22 (L);Pistol;43;61; ;939
Holly ECO P26 (L);Pistol; ; ; ; 
Holly ECO P30 (L);Pistol;53;61; ;1158
Holly ECO P35 (L);Pistol; ; ; ; 
Holly ECO P41 (L);Pistol;68;58;1.655;1485
Holly ECO P48 (L);Pistol;72;60; ;1573
Holly ECO P56 (L);Pistol; ; ; ; 
Holly ECO P64 (L);Pistol;85;61;2.061;1857
Holly ECO P72 (L);Pistol;93;60; ;2032
Holly ECO P80 (L);Pistol;99;60; ;2163
Holly ECO R14 (L);Rifle;42;44;1.014;918
Holly ECO R18 (L);Rifle; ; ; ; 
Holly ECO R22 (L);Rifle;59;44;1.430;1289
Holly ECO R26 (L);Rifle;66;44;1.600;1440
Holly ECO R30 (L);Rifle;72;44; ;1573
Holly ECO R35 (L);Rifle; ; ; ; 
Holly ECO R41 (L);Rifle; ; ; ; 
Holly ECO R48 (L);Rifle;98;44;2.376;2141
Holly ECO R56 (L);Rifle; ; ; ; 
Holly ECO R64 (L);Rifle; ; ; ; 
Holly ECO R72 (L);Rifle; ; ; ; 
Holly ECO R80 (L);Rifle; ; ; ; 
Ice Blue Star Stunna (L);Rifle;22;83; ;429
Ice Blue Sticky Laucher (L);Support;35;37; ;742
Ice Blue Turrelion Spec Flamebather (L);Flamethrower;44;83; ;958
Ice Blue Xent Tech Freeze Ray (L);Rifle;58;22; ;1295
Ice Club IX (L);Melee;29;51; ;0
Ice Club VI (L);Melee;8;51; ;0
Ice Club VII (L);Melee;12;51; ; 
Ice Club VIII (L);Melee;23;51; ;0
Ice Dagger II (L);Melee;21;51;5.074;0
Ice Dagger III (L);Melee;26;52; ;0
Ice Dagger IX (L);Melee;56;59;13.533;0
Ice Dagger VI (L);Melee;41;56; ;0
Ice Dagger VII (L);Melee;46;57;11.167;0
Ice Dagger VIII (L);Melee;51;58; ;0
Ice Dagger X (L);Melee;61;61; ;0
Ice-ir;Carbine;39;36;1.000;900
Icy HK (L);Rifle;62;61; ;1370
Ignite Chip 1 (L);Mindforce;100;5;3.921;2040
Ignite Chip 2 (L);Mindforce;200;5;6.860;4170
Ignite Chip 3 (L);Mindforce;300;5; ;6200
Ignite Chip 4 (L);Mindforce;400;5;13.231;8330
Ignite Chip 5 (L);Mindforce;500;5; ;10380
Imperial Lightning Maul (L); ; ; ; ; 
Imperial Shock Maul (L); ; ; ; ; 
Imperial Storm Maul (L); ; ; ; ; 
Imperial Thunder Maul (L); ; ; ; ; 
Imperium Carbine Rank 1 (L);Carbine;4;42;0.404;56
Imperium Carbine Rank 3 (L);Rifle;12;48;0.892;200
Imperium HK Grunt (L);Carbine;9;56;1.100;107
Imperium HK Special Ops (L);Rifle;27;67;3.200;327
Imperium HK Vet (L);Rifle;15;67;1.800;180
Imperium Issue HK 400 (L);Rifle;17;42;0.752;336
Imperium Issue HK 500 (L);Rifle;19;42;0.770;380
Imperium Issue HK 700 (L);Rifle;24;44;0.785;500
Imperium Issue HK 720 (L);Rifle;26;44;0.855;544
Imperium Issue HK 800 (L);Rifle;27;45;0.804;570
Imperium Issue HK 1100 (L);Rifle;33;47;0.841;714
Imperium Issue HK 1300 (L);Rifle;38;47;0.843;830
Imperium Issue HK 2000 (L);Rifle;47;51;0.965;1040
Imperium Issue HK 2300 (L);Rifle;49;54;0.955;1084
Imperium Issue HK 2500 (L);Rifle;51;54;0.945;1140
Imperium Issue HK 2900 (L);Rifle;55;56;1.045;1210
Imperium Issue HK 3300 (L);Rifle;57;59;1.147;1262
Imperium Issue HK 3900 (L);Rifle;63;59;1.155;1400
Imperium Issue HK 4600 (L);Carbine;69;61;1.216;1550
Imperium Officer XT;Rifle;21;89;2.550;253
Imperium Pilot Scorpion Rank 4 (L);Pistol;13;53;0.597;255
Imperium Pilot Scorpion Rank 5 (L);Pistol;15;53;0.588;304
Imperium Pilot Scorpion Rank 6 (L);Pistol;19;55;0.597;399
Imperium Pilot Scorpion Rank 7 (L);Pistol;21;55;0.665;441
Imperium Pilot Scorpion Rank 8 (L);Pistol;23;56;0.650;491
Imperium Pilot Scorpion Rank 11 (L);Pistol;29;53;0.700;630
Imperium Pilot Scorpion Rank 13 (L);Pistol;33;53;0.700;728
Imperium Pilot Scorpion Rank 16 (L);Pistol;33;62;0.765;720
Imperium Pilot Scorpion Rank 19 (L);Pistol;37;64;0.825;812
Imperium Pilot Scorpion Rank 24 (L);Pistol;41;67;1.203;912
Imperium Pilot Scorpion Rank 27 (L);Pistol;43;71; ;947
Imperium Pilot Scorpion Rank 32 (L);Pistol;45;74;1.000;988
Imperium Trainee Combat Knife (L);Melee;2;58;0.500;0
Imperium Trainee Pistol (L);Pistol;3;39;0.252;50
Imported Assault Shotgun TEN Edition;Rifle;60;52;2.446;1185
Improved MAKO FAL;Melee;88;50;19.141;0
Improved MANTA;Melee;56;75;12.181;0
Initiate's Laser Carbine (L);Carbine;7;44;0.030;166
Initiate's Laser Pistol (L);Pistol;5;70;0.020;118
Initiate's Long Blade (L);Melee;11;33;2.650;0
Initiate's Power Fist (L);Melee;5;80;1.202;0
Initiate's Short Blade (L);Melee;5;78;1.200;0
Isis Alr.3Li (L);Rifle;54;29;2.750;1010
Isis BL100 (L);Pistol;3;65;0.077;66
Isis BL100, CDF Edition (L);Pistol;3;65;0.001;73
Isis BL100E (L);Pistol;13;58;0.359;290
Isis BL100E, CDF Edition (L);Pistol;13;58;0.002;317
Isis BL200 (L);Pistol;5;63;0.095;113
Isis BL200, CDF Edition (L);Pistol;5;63;0.001;122
Isis BL200E (L);Pistol;16;61;0.310;360
Isis BL200E, CDF Edition (L);Pistol;16;61;0.002;391
Isis BL300 (L);Pistol;8;63;0.208;175
Isis BL300, CDF Edition (L);Pistol;8;63;0.001;195
Isis BL300E (L);Pistol;19;63;0.445;419
Isis BL300E, CDF Edition (L);Pistol;19;63;0.002;463
Isis BL800;Pistol;22;46;1.466;400
Isis BL800 (L);Pistol;22;46;1.379;400
Isis BL1000 (L);Pistol;54;53;3.245;1000
Isis BL1300 (L);Pistol;89;55;5.605;1600
Isis BL1450 (L);Pistol;101;58;6.557;1800
Isis BL1600 (L);Pistol;138;48;9.000;2500
Isis BL1800;Pistol;142;49;9.128;2600
Isis BL1950;Pistol;140;50;4.208;2990
Isis BL1950 (L);Pistol;140;50;4.208;2990
Isis CB5;Rifle;8;48;0.023;200
Isis CB5 (L);Rifle;8;48;0.021;200
Isis CB13;Rifle;26;53;2.437;400
Isis CB13 (L);Rifle;26;53;2.323;400
Isis CB19;Rifle;40;50;2.993;700
Isis CB19 (L);Rifle;40;50;2.815;700
Isis CB20 (L);Carbine;46;54;0.870;1030
Isis CB20, CDF Edition (L);Carbine;46;54;0.003;1116
Isis CB21;Rifle;55;52;2.644;1100
Isis CB21 (L);Rifle;55;52;2.401;1100
Isis CB24;Rifle;60;52;2.896;1200
Isis CB24 (L);Rifle;60;52;2.631;1200
Isis CB26;Rifle;76;53;5.013;1400
Isis CB26 (L);Rifle;76;53;4.675;1400
Isis CB27 (L);Rifle;94;52;1.830;2050
Isis CB27, CDF Edition (L);Rifle;94;52;0.004;2233
Isis CB28 (L);Rifle;101;50;6.664;1800
Isis CB29 (L);Rifle;102;52;5.907;1900
Isis CB32 (L);Rifle;123;49;2.470;2640
Isis CB32, CDF Edition (L);Rifle;123;49;0.005;2888
Isis HL4 (L);Pistol;28;65;0.565;627
Isis HL4, CDF Edition (L);Pistol;28;65;0.002;683
Isis HL5 (L);Pistol;33;63;0.700;733
Isis HL5, CDF Edition (L);Pistol;33;63;0.002;803
Isis HL6;Pistol;49;50;2.136;1000
Isis HL6 (L);Pistol;49;50;1.932;1000
Isis HL8;Pistol;59;51;2.557;1200
Isis HL8 (L);Pistol;59;51;2.311;1200
Isis HL11;Pistol;66;51;2.400;1400
Isis HL11 (L);Pistol;66;51;2.017;1400
Isis HL12;Pistol;75;51;2.522;1600
Isis HL12 (L);Pistol;75;51;2.210;1600
Isis HL14;Pistol;80;50;2.671;1700
Isis HL14 (L);Pistol;80;50;2.340;1700
Isis HL15;Pistol;92;50;3.947;1900
Isis HL15 (L);Pistol;92;50;3.589;1900
Isis HL18;Pistol;110;52;4.284;2300
Isis HL18 (L);Pistol;110;52;3.825;2300
Isis HL18, SGA Edition;Pistol;110;55;4.284;2300
Isis HL20 (L);Pistol;122;51;4.650;2500
Isis LBC 1 (L);Rifle;6;52;0.140;131
Isis LBC 2 (L);Rifle;11;52;0.248;241
Isis LBC 3 (L);Rifle;14;52;0.322;306
Isis LBC 4 (L);Rifle;17;52;0.405;370
Isis LBC 6 (L);Rifle;22;53;0.510;480
Isis LBC 8 (L);Rifle;28;53;0.650;610
Isis LBC 10 (L);Rifle;30;54;0.706;653
Isis LBC 10, Adapted (L);Rifle;30;57;0.670;642
Isis LBC 13 (L);Rifle;36;53;0.812;786
Isis LBC 16 (L);Rifle;41;54;0.947;894
Isis LBC 20 (L);Rifle;47;54;1.050;1028
Isis LBC 25 (L);Rifle;56;53;1.296;1220
Isis LBC 30 (L);Rifle;60;54;1.392;1306
Isis LBP 1 (L);Pistol;5;69;0.112;110
Isis LBP 2 (L);Pistol;6;70;0.144;131
Isis LBP 3 (L);Pistol;8;69;0.188;175
Isis LBP 4 (L);Pistol;13;70;0.309;284
Isis LBP 6 (L);Pistol;16;69;0.375;350
Isis LBP 8 (L);Pistol;19;70;0.447;415
Isis LBP 10 (L);Pistol;23;67;0.527;504
Isis LBP 10, Adapted (L);Pistol;23;69; ;494
Isis LBP 12 (L);Pistol;28;67;0.669;610
Isis LBP 16 (L);Pistol;33;69;0.758;722
Isis LBP 20 (L);Pistol;38;68;0.883;830
Isis LBP 25 (L);Pistol;42;69;0.990;915
Isis LBP 30 (L);Pistol;49;68;1.116;1072
Isis LC-35 (L);Carbine;88;40;1.923;1942
Isis LC-35, CDF Edition (L);Carbine;88;40;0.003;2117
Isis LC-35, E.L.M Edition (L);Carbine;88;40;0.013;2115
Isis LC-35, MM Edition (L);Carbine;88;40;0.013;2115
Isis LC-35, RX Edition (L);Carbine;88;40; ;2115
Isis LC-55 (L);Carbine;135;34;2.200;2995
Isis LC-55, CDF Edition (L);Carbine;135;34;0.004;3215
Isis LC-60 (L);Carbine;136;36;2.329;2999
Isis LC-60, CDF Edition (L);Carbine;136;36;0.004;3232
Isis LLB 1 (L);Melee;6;39;1.443;0
Isis LLB 2 (L);Melee;11;39;2.642;0
Isis LLB 3 (L);Melee;14;40;3.361;0
Isis LLB 4 (L);Melee;18;40;4.321;0
Isis LLB 6 (L);Melee;23;40; ;0
Isis LLB 8 (L);Melee;30;41; ;0
Isis LLB 10 (L);Melee;37;41;8.862;0
Isis LLB 13 (L);Melee;44;42; ;0
Isis LLB 16 (L);Melee;51;42;12.196;0
Isis LLB 20 (L);Melee;57;42; ; 
Isis LLB 25 (L);Melee;65;43;15.491;0
Isis LLB 30 (L);Melee;73;44;17.390;0
Isis LLC 1 (L);Carbine;6;44;0.137;131
Isis LLC 2 (L);Carbine;11;43;0.252;240
Isis LLC 2, Merry Edition (L);Carbine;11;43;0.180;248
Isis LLC 3 (L);Carbine;14;43;0.325;305
Isis LLC 4 (L);Carbine;19;40;0.450;413
Isis LLC 6 (L);Carbine;26;40;0.617;565
Isis LLC 8 (L);Carbine;33;41;0.794;716
Isis LLC 10 (L);Carbine;38;43;0.878;828
Isis LLC 10, Adapted (L);Carbine;38;45;0.860;806
Isis LLC 13 (L);Carbine;47;41;1.100;1022
Isis LLC 16 (L);Carbine;54;41;1.202;1180
Isis LLC 20 (L);Carbine;60;42;1.420;1302
Isis LLC 25 (L);Carbine;64;45;1.532;1387
Isis LLC 30 (L);Carbine;72;44;1.663;1566
Isis LLP 1 (L);Pistol;4;66;0.096;87
Isis LLP 2 (L);Pistol;6;67;0.149;130
Isis LLP 3 (L);Pistol;7;67;0.170;152
Isis LLP 4 (L);Pistol;11;67;0.255;240
Isis LLP 6 (L);Pistol;14;65;0.359;302
Isis LLP 8 (L);Pistol;17;67;0.403;370
Isis LLP 10 (L);Pistol;20;68;0.467;436
Isis LLP 10, Adapted (L);Pistol;20;70;0.453;424
Isis LLP 13 (L);Pistol;28;63;0.677;608
Isis LLP 16 (L);Pistol;33;63;0.803;716
Isis LLP 20 (L);Pistol;40;61;0.991;866
Isis LLP 25 (L);Pistol;44;64;1.094;952
Isis LLP 30 (L);Pistol;53;61;1.360;1142
Isis LR32;Carbine;66;37;3.378;1300
Isis LR32 (L);Carbine;66;37;3.119;1300
Isis LR32, Adjusted;Carbine;66;37;3.208;1300
Isis LR32, Adjusted (L);Carbine;66;37;2.951;1300
Isis LR32, Improved;Carbine;68;37;3.500;1300
Isis LR32, Improved (L);Carbine;68;37;3.300;1300
Isis LR32, Modified;Carbine;69;37;3.413;1300
Isis LR32, Modified (L);Carbine;69;37;3.153;1300
Isis LR41;Carbine;70;37;3.347;1400
Isis LR41 (L);Carbine;70;37;3.099;1400
Isis LR48;Carbine;79;38;3.703;1600
Isis LR48 (L);Carbine;79;38;3.391;1600
Isis LR53;Carbine;89;38;4.121;1800
Isis LR53 (L);Carbine;89;38;3.771;1800
Isis LR53, Adjusted;Carbine;89;38;3.880;1800
Isis LR53, Adjusted (L);Carbine;89;38;3.530;1800
Isis LR53, Improved (L);Carbine;91;38;3.781;1800
Isis LR53, Modified;Carbine;92;39;3.991;1800
Isis LR53, Modified (L);Carbine;92;39;3.643;1800
Isis LR59;Carbine;99;41;4.597;2000
Isis LR59 (L);Carbine;99;41;4.207;2000
Isis LR63;Carbine;105;41;5.176;2100
Isis LR63 (L);Carbine;105;41;4.800;2100
Isis LR65 (L);Carbine;119;41;6.177;2300
Isis LR66 (L);Carbine;139;38;6.973;2700
Isis LR68 (L);Carbine;157;37; ;3100
Isis Lr.47Ag (L);Rifle;90;28; ;1865
Isis Lr.78Pt (L);Carbine;196;30;5.200;4230
Isis LSB 1 (L);Melee;3;79;0.719;0
Isis LSB 2 (L);Melee;4;79;0.958;0
Isis LSB 3 (L);Melee;6;80;1.564;0
Isis LSB 4 (L);Melee;10;80;2.393;0
Isis LSB 6 (L);Melee;14;81;3.376;0
Isis LSB 8 (L);Melee;16;81;3.826; 
Isis LSB 10 (L);Melee;19;82;4.542;0
Isis LSB 13 (L);Melee;23;82;5.496;0
Isis LSB 16 (L);Melee;27;83;6.448;0
Isis LSB 20 (L);Melee;30;84;7.160;0
Isis LSB 25 (L);Melee;34;84; ; 
Isis LSB 30 (L);Melee;38;84;9.030;0
Isis Project Zero-Eight (L);Pistol;72;76;1.700;1530
Isis Project Zero-Eight, CDF Edition (L);Pistol;72;76;0.005;1700
Isis Project Zero-Five (L);Pistol;78;53;1.700;1702
Isis Project Zero-Five, CDF Edition (L);Pistol;78;53;0.004;1871
Isis Project Zero-Four (L);Pistol;66;58;1.378;1450
Isis Project Zero-Four, CDF Edition (L);Pistol;66;58;0.003;1587
Isis Project Zero-Nine (L);Pistol;75;76;1.735;1595
Isis Project Zero-Nine, CDF Edition (L);Pistol;75;76;0.005;1768
Isis Project Zero-One (L);Pistol;34;53;0.678;760
Isis Project Zero-One, CDF Edition (L);Pistol;34;53;0.002;827
Isis Project Zero-Seven (L);Pistol;82;59;1.716;1780
Isis Project Zero-Seven, CDF Edition (L);Pistol;82;59;0.004;1951
Isis Project Zero-Six (L);Pistol;82;54;1.756;1790
Isis Project Zero-Six, CDF Edition (L);Pistol;82;54;0.004;1965
Isis Project Zero-Three;Pistol;42;58;0.900;930
Isis Project Zero-Three (L);Pistol;42;58;0.900;930
Isis Project Zero-Three, CDF Edition (L);Pistol;42;58;0.003;1020
Isis Project Zero-Three, E.L.M Edition (L);Pistol;42;58;0.011;1018
Isis Project Zero-Three, MM Edition (L);Pistol;42;58;0.011;1018
Isis Project Zero-Two (L);Pistol;36;59;0.755;800
Isis Project Zero-Two, CDF Edition (L);Pistol;36;59;0.002;875
Isis Project Zero-X (L);Pistol;81;73;1.730;1735
Isis Project Zero-X, CDF Edition (L);Pistol;81;73;0.005;1908
Island Slicer (L);Melee;31;44; ; 
Italian Switchblade 1;Melee;3;79;0.719;0
Jamjoom Annihilation (L);Rifle;11;42; ;254
Jamjoom Massacre (L);Rifle;20;42;0.234;463
Jamjoom Wipeout (L);Rifle;15;42;0.138;346
Jashonich AP;Pistol;29;43;3.200;400
Jashonich FP;Pistol;39;55;3.600;600
Jashonich MP;Pistol;20;33;2.100;300
Jashonich SIF-A (L);Pistol;89;70;1.535;1931
Jashonich SIF-A, CDF Edition (L);Pistol;89;70;0.005;2084
Jashonich SIF-O (L);Pistol;90;71;1.500;1955
Jashonich SIF-O, CDF Edition (L);Pistol;90;71;0.005;2105
Jashonich SIF-S (L);Pistol;87;70;1.553;1890
Jashonich SIF-S, CDF Edition (L);Pistol;87;70;0.005;2045
Jester D-1;Carbine;8;46;0.020;200
Jester D-2;Carbine;12;40;0.060;300
Jester D-3;Carbine;23;32;0.730;500
Jester D-4 (L);Carbine;28;44;1.080;576
Jester D-5 (L);Carbine;47;46;2.000;969
Jester D-6 (L);Carbine;71;41;3.000;1420
Jester D-7 (L);Carbine;71;45;3.000;1419
Jimman Suite;Pistol;65;19;4.600;1200
Jonah's Wiles Destroyer (L);Rifle;63;61;1.800;1370
JUELZ MIC-Killa SG-1 (L);Rifle;20;33;0.997;390
JUELZ MIC-Killa SG-2 (L);Rifle;24;37;1.173;469
JUELZ MIC-Killa SG-3 (L);Rifle;28;39; ;547
JUELZ MIC-Killa SG-ULTRA (L);Rifle;90;74;2.490;389
Jungle Knife (L);Melee;30;44; ;0
Kaiser-Graf HVMR-1;Rifle;39;35;0.686;900
Kaiser-Graf HVMR-1E (L);Rifle;71;35; ;1418
Kaiser-Graf HVMR-2;Rifle;56;38; ;1000
Kaiser-Graf HVMR-2, FEN Edition;Rifle;60;40;3.823;1000
Kaiser-Graf HVMR-2, Improved;Rifle;114;31;9.283;1900
Kaiser-Graf HVMR-2E (L);Rifle; ; ; ; 
Kaminsky Barong I (L);Melee;20;78; ;0
Kaminsky Barong II (L);Melee;60;74; ;0
Karma Killer;Pistol;44;61;0.650;1000
Karma Killer (L);Pistol;44;61;1.700;895
Katsuichi Brilliance Retro (L);Melee;47;51;11.410;0
Katsuichi Courage Retro (L);Melee;54;53;13.040;0
Katsuichi Destiny Retro (L);Melee;70;54;16.750;0
Katsuichi Determination;Melee;70;45;16.900;0
Katsuichi Determination, Adjusted;Melee;70;53;16.850;0
Katsuichi Determination, SGA Edition;Melee;70;46;16.900;0
Katsuichi Glory Retro (L);Melee;72;57;17.210;0
Katsuichi Honor;Melee;56;43;13.000;0
Katsuichi Pride;Melee;75;37;17.700;0
Katsuichi Resolve Retro (L);Melee;76;61;18.100;0
Katsuichi Splendor Retro (L);Melee;78;68;18.460;0
Katsuichi Valor;Melee;67;40;15.700;0
Kesmek Bett;Melee;64;53;15.661;0
Kesmek Bett (L);Melee;64;53;15.450;0
Kesmek Bik (L);Melee;45;51;10.906;0
Kesmek Slo;Melee;25;47;6.248;0
Kesmek Slo (L);Melee;25;47;6.043;0
Kesmek Slo, Mentor Edition;Melee;25;47;6.248;0
Kesmek Vass;Melee;52;51;12.652;0
Kesmek Vass (L);Melee;52;51;12.500;0
Khorum Ice Dagger;Melee;31;59;7.502;0
Kilic Kek;Melee;55;32;13.556;0
Kilic Kek (L);Melee;55;32;13.406;0
Kilic Kex (L);Melee;33;37;8.050;0
Kilic Kwel (L);Melee;57;32;13.880;0
Kilic Mak (L);Melee;28;33;6.850;0
Kilic Rex;Melee;70;30;17.000;0
Kilic Rex (L);Melee;70;30;17.000;0
Kilic Vass;Melee;80;33;19.724;0
Kilic Vass (L);Melee;80;33;19.507;0
Kilic Vix (L);Melee;46;33;11.210;0
Killed By Death Axe (L);Melee;48;37;11.416;0
Killed by Death Axe (L) Brutal;Melee;58;37;13.800;0
Killed By Death Axe (L) Custom;Melee;48;38;11.310;0
Killian Broadsword;Melee;53;24;16.900;0
Killian Broadsword G2;Melee;62;27; ;0
Killian Longsword;Melee;34;22;11.200;0
Killian Longsword G2;Melee;40;25;13.500;0
Killian Longsword G3;Melee;48;24;15.700;0
Killian Sword;Melee;20;22;6.600;0
Killian Sword G2;Melee;26;22;8.630;0
Kinetic Attack Chip 1 (L);Mindforce;10;22;0.613;183
Kinetic Attack Chip 2 (L);Mindforce;21;23;1.281;385
Kinetic Attack Chip 3 (L);Mindforce;43;23;2.623;789
Kinetic Attack Chip 4 (L);Mindforce;63;23; ;1156
Kinetic Attack Chip 5 (L);Mindforce;79;24;4.809;1450
Kinetic Attack Chip 6 (L);Mindforce;92;24;5.591;1690
Kinetic Attack Chip 7 (L);Mindforce;104;25;6.359;1906
Kinetic Attack Chip 8 (L);Mindforce;115;25;7.009;2109
Kinetic Attack Nanochip 1;Mindforce;10;22;0.196;223
Kinetic Attack Nanochip 1 (L);Mindforce;10;22;0.074;233
Kinetic Attack Nanochip 2;Mindforce;21;23;0.382;471
Kinetic Attack Nanochip 2 (L);Mindforce;21;23;0.145;490
Kinetic Attack Nanochip 3;Mindforce;43;23;0.777;966
Kinetic Attack Nanochip 3 (L);Mindforce;43;23;0.300;1003
Kinetic Attack Nanochip 4;Mindforce;63;23;1.059;1423
Kinetic Attack Nanochip 4 (L);Mindforce;63;23;0.422;1472
Kinetic Attack Nanochip 5;Mindforce;79;24;1.256;1791
Kinetic Attack Nanochip 5 (L);Mindforce;79;24; ;1847
Kinetic Attack Nanochip 5, TEN Edition;Mindforce;80;25;1.132;1765
Kinetic Attack Nanochip 6;Mindforce;92;24;1.346;2098
Kinetic Attack Nanochip 6 (L);Mindforce;92;24; ;2155
Kinetic Attack Nanochip 7;Mindforce;104;25;1.461;2375
Kinetic Attack Nanochip 7 (L);Mindforce;104;25;0.619;2437
Kinetic Attack Nanochip 8;Mindforce;115;25;1.579;2634
Kinetic Attack Nanochip 8 (L);Mindforce;115;25;0.649;2698
Kinetic Attack Nanochip 9;Mindforce;126;26;1.713;2887
Kinetic Attack Nanochip 9 (L);Mindforce;126;26;0.708;2956
Kinetic Attack Nanochip 10;Mindforce;131;26;1.693;3010
Kinetic Attack Nanochip 10 (L);Mindforce;131;26;0.701;3077
Kinetic Attack Nanochip 11;Mindforce;140;27;1.730;3230
Kinetic Attack Nanochip 11 (L);Mindforce;140;27; ;3292
Kinetic Attack Nanochip 12 (L);Mindforce;148;28; ;3480
Kinetic Attack Nanochip 13 (L);Mindforce;157;28; ;3690
Kinetic Attack Nanochip 15 (L);Mindforce;189;28;0.985;4438
Kinetic Attack Nanochip 15, FEN Edition;Mindforce;189;27.78;1.000;4438
Kinetic Strike Chip 1 (L);Mindforce;207;2;13.593;3800
Kinetic Strike Chip 2 (L);Mindforce;215;1; ;3940
Kinetic Strike Chip 3 (L);Mindforce;224;1; ;4105
Kinetic Strike Chip 4 (L);Mindforce;232;1; ;4253
Kinetic Strike Chip 5 (L);Mindforce;241;1; ;4420
Kinetic Strike Nanochip (L);Mindforce;207;2; ;4960
King Kong Golden Tommy Gun;Rifle;57;43;1.751;1184
King Kong Snub-L60 (L);Pistol;77;64;1.550;1695
King Kong Snub-L80 (L);Pistol;94;63; ;2076
King Kong Snubnose;Pistol;40;61;1.220;840
King Kong Snubnose (L);Pistol;40;61; ;840
King Kong Snub-U60;Pistol;77;64;1.540;1695
King Kong Snub-U80;Pistol;94;63;1.816;2076
King Kong TG-Elite;Rifle;133;49;3.290;2834
King Kong TG-L60 (L);Rifle;100;48; ;2100
King Kong TG-L80 (L);Rifle;119;49; ;2500
King Kong TG-U60;Rifle;100;48;2.780;2100
King Kong TG-U80;Rifle;119;49;3.260;2500
King Kong Tommy Gun (L);Rifle;57;43; ;1184
King Kong Tommy SE;Rifle;9;48;0.130;205
King's Sceptre 2012;Melee;82;37; ;0
King's Sceptre;Melee;82;37;19.603;0
Kismet Light Laser (L);Mounted;163;40;0.000;4010
Kismet Light Laser V2 (L);Mounted;153;50; ;3600
Kismet Light Laser V3 (L);Mounted;143;66.66; ;3340
Knight Sword;Melee;79;27; ;0
Korss H350;Pistol;20;44;0.939;400
Korss H350 (L);Pistol;20;44;0.844;400
Korss H380 (L);Pistol;24;44;0.802;500
Korss H400;Pistol;37;57;1.142;800
Korss H400 (L);Pistol;37;57;0.920;800
Korss H400, Adjusted (L);Pistol;39;56;1.318;800
Korss H400, Improved (L);Pistol;41;56;1.711;800
Korss H400, Modified (L);Pistol;43;56;2.072;800
Kriegerum G.1 Gauss Rifle;Rifle;70;35;2.900;1400
Kriegerum G.1 Gauss Rifle (L);Rifle;70;35;2.606;1400
Kriegerum G.2 Gauss Rifle (L);Rifle;77;36;1.199;1700
Kriegerum G.2 Gauss Rifle, Customized (L);Rifle;89;42;2.433;1800
Kriegerum Mayhem G.2 Gauss Rifle, Perfected;Rifle;80.8;40;1.079;1530
Krulsh BP1 (L);Pistol;5;68;0.112;110
Krulsh BP4 (L);Pistol;13;70; ;284
Kulokhar Glacier Sword;Melee;36;48;8.717;0
L/Murdand Groover;Carbine;21;31;0.275;500
L/Murdand Styler;Carbine;35;38;0.890;800
Labrys;Melee;14;44;3.400;0
Lacerating Attack Chip 1 (L);Mindforce;8;53;0.483;146
Lacerating Attack Chip 2 (L);Mindforce;13;53;0.790;237
Lacerating Attack Chip 3 (L);Mindforce;17;52;1.031;310
Lacerating Attack Chip 4 (L);Mindforce;27;51; ;493
Lacerating Attack Chip 5 (L);Mindforce;35;51;2.127;638
Lacerating Attack Chip 6 (L);Mindforce;40;50; ;730
Lacerating Attack Chip 6, Mentor Edition;Mindforce;40;54; ;750
Lacerating Attack Chip 7 (L);Mindforce;50;49;3.041;911
Lacerating Attack Chip 8 (L);Mindforce;60;49;3.643;1094
Lacerating Attack Nanochip 1;Mindforce;8;53;0.175;176
Lacerating Attack Nanochip 1 (L);Mindforce;8;53;0.068;185
